dc (V),cdd@Vgs 0.25 ,cdd@Vgs 0.251 ,cdd@Vgs 0.252 ,cdd@Vgs 0.253 ,cdd@Vgs 0.254 ,cdd@Vgs 0.255 ,cdd@Vgs 0.256 ,cdd@Vgs 0.257 ,cdd@Vgs 0.258 ,cdd@Vgs 0.259 ,cdd@Vgs 0.26 ,cdd@Vgs 0.261 ,cdd@Vgs 0.262 ,cdd@Vgs 0.263 ,cdd@Vgs 0.264 ,cdd@Vgs 0.265 ,cdd@Vgs 0.266 ,cdd@Vgs 0.267 ,cdd@Vgs 0.268 ,cdd@Vgs 0.269 ,cdd@Vgs 0.27 ,cdd@Vgs 0.271 ,cdd@Vgs 0.272 ,cdd@Vgs 0.273 ,cdd@Vgs 0.274 ,cdd@Vgs 0.275 ,cdd@Vgs 0.276 ,cdd@Vgs 0.277 ,cdd@Vgs 0.278 ,cdd@Vgs 0.279 ,cdd@Vgs 0.28 ,cdd@Vgs 0.281 ,cdd@Vgs 0.282 ,cdd@Vgs 0.283 ,cdd@Vgs 0.284 ,cdd@Vgs 0.285 ,cdd@Vgs 0.286 ,cdd@Vgs 0.287 ,cdd@Vgs 0.288 ,cdd@Vgs 0.289 ,cdd@Vgs 0.29 ,cdd@Vgs 0.291 ,cdd@Vgs 0.292 ,cdd@Vgs 0.293 ,cdd@Vgs 0.294 ,cdd@Vgs 0.295 ,cdd@Vgs 0.296 ,cdd@Vgs 0.297 ,cdd@Vgs 0.298 ,cdd@Vgs 0.299 ,cdd@Vgs 0.3 ,cdd@Vgs 0.301 ,cdd@Vgs 0.302 ,cdd@Vgs 0.303 ,cdd@Vgs 0.304 ,cdd@Vgs 0.305 ,cdd@Vgs 0.306 ,cdd@Vgs 0.307 ,cdd@Vgs 0.308 ,cdd@Vgs 0.309 ,cdd@Vgs 0.31 ,cdd@Vgs 0.311 ,cdd@Vgs 0.312 ,cdd@Vgs 0.313 ,cdd@Vgs 0.314 ,cdd@Vgs 0.315 ,cdd@Vgs 0.316 ,cdd@Vgs 0.317 ,cdd@Vgs 0.318 ,cdd@Vgs 0.319 ,cdd@Vgs 0.32 ,cdd@Vgs 0.321 ,cdd@Vgs 0.322 ,cdd@Vgs 0.323 ,cdd@Vgs 0.324 ,cdd@Vgs 0.325 ,cdd@Vgs 0.326 ,cdd@Vgs 0.327 ,cdd@Vgs 0.328 ,cdd@Vgs 0.329 ,cdd@Vgs 0.33 
434E-3,11.823982E-15,11.824866E-15,11.825751E-15,11.826636E-15,11.827524E-15,11.828412E-15,11.829301E-15,11.830192E-15,11.831084E-15,11.831976E-15,11.832870E-15,11.833765E-15,11.834661E-15,11.835558E-15,11.836456E-15,11.837355E-15,11.838255E-15,11.839156E-15,11.840059E-15,11.840962E-15,11.841866E-15,11.842770E-15,11.843676E-15,11.844583E-15,11.845491E-15,11.846399E-15,11.847309E-15,11.848219E-15,11.849130E-15,11.850042E-15,11.850954E-15,11.851868E-15,11.852782E-15,11.853697E-15,11.854612E-15,11.855529E-15,11.856446E-15,11.857364E-15,11.858282E-15,11.859201E-15,11.860121E-15,11.861041E-15,11.861962E-15,11.862883E-15,11.863805E-15,11.864728E-15,11.865651E-15,11.866575E-15,11.867499E-15,11.868423E-15,11.869348E-15,11.870273E-15,11.871199E-15,11.872125E-15,11.873052E-15,11.873979E-15,11.874906E-15,11.875834E-15,11.876762E-15,11.877690E-15,11.878618E-15,11.879547E-15,11.880476E-15,11.881405E-15,11.882334E-15,11.883263E-15,11.884193E-15,11.885122E-15,11.886052E-15,11.886982E-15,11.887912E-15,11.888842E-15,11.889772E-15,11.890702E-15,11.891632E-15,11.892562E-15,11.893491E-15,11.894421E-15,11.895351E-15,11.896280E-15,11.897210E-15
436E-3,11.817260E-15,11.818141E-15,11.819024E-15,11.819907E-15,11.820792E-15,11.821678E-15,11.822565E-15,11.823454E-15,11.824343E-15,11.825234E-15,11.826126E-15,11.827018E-15,11.827912E-15,11.828807E-15,11.829703E-15,11.830601E-15,11.831499E-15,11.832398E-15,11.833298E-15,11.834199E-15,11.835102E-15,11.836005E-15,11.836909E-15,11.837814E-15,11.838720E-15,11.839627E-15,11.840534E-15,11.841443E-15,11.842352E-15,11.843263E-15,11.844174E-15,11.845086E-15,11.845999E-15,11.846912E-15,11.847827E-15,11.848742E-15,11.849658E-15,11.850574E-15,11.851491E-15,11.852409E-15,11.853328E-15,11.854247E-15,11.855167E-15,11.856087E-15,11.857008E-15,11.857930E-15,11.858852E-15,11.859775E-15,11.860698E-15,11.861622E-15,11.862546E-15,11.863471E-15,11.864396E-15,11.865322E-15,11.866248E-15,11.867174E-15,11.868101E-15,11.869028E-15,11.869956E-15,11.870884E-15,11.871812E-15,11.872740E-15,11.873669E-15,11.874598E-15,11.875527E-15,11.876456E-15,11.877386E-15,11.878315E-15,11.879245E-15,11.880175E-15,11.881105E-15,11.882035E-15,11.882966E-15,11.883896E-15,11.884826E-15,11.885757E-15,11.886687E-15,11.887617E-15,11.888547E-15,11.889478E-15,11.890408E-15
438E-3,11.810554E-15,11.811433E-15,11.812313E-15,11.813195E-15,11.814077E-15,11.814961E-15,11.815846E-15,11.816732E-15,11.817619E-15,11.818508E-15,11.819397E-15,11.820288E-15,11.821180E-15,11.822073E-15,11.822967E-15,11.823862E-15,11.824758E-15,11.825655E-15,11.826554E-15,11.827453E-15,11.828353E-15,11.829254E-15,11.830157E-15,11.831060E-15,11.831964E-15,11.832869E-15,11.833775E-15,11.834682E-15,11.835590E-15,11.836499E-15,11.837409E-15,11.838319E-15,11.839230E-15,11.840143E-15,11.841056E-15,11.841969E-15,11.842884E-15,11.843799E-15,11.844715E-15,11.845632E-15,11.846549E-15,11.847467E-15,11.848386E-15,11.849305E-15,11.850225E-15,11.851146E-15,11.852067E-15,11.852989E-15,11.853911E-15,11.854834E-15,11.855758E-15,11.856682E-15,11.857606E-15,11.858531E-15,11.859457E-15,11.860383E-15,11.861309E-15,11.862236E-15,11.863163E-15,11.864090E-15,11.865018E-15,11.865946E-15,11.866874E-15,11.867803E-15,11.868732E-15,11.869661E-15,11.870591E-15,11.871520E-15,11.872450E-15,11.873380E-15,11.874310E-15,11.875240E-15,11.876171E-15,11.877101E-15,11.878032E-15,11.878963E-15,11.879893E-15,11.880824E-15,11.881755E-15,11.882685E-15,11.883616E-15
440E-3,11.803866E-15,11.804742E-15,11.805620E-15,11.806499E-15,11.807379E-15,11.808260E-15,11.809143E-15,11.810027E-15,11.810912E-15,11.811798E-15,11.812685E-15,11.813574E-15,11.814463E-15,11.815354E-15,11.816246E-15,11.817139E-15,11.818033E-15,11.818929E-15,11.819825E-15,11.820722E-15,11.821620E-15,11.822520E-15,11.823420E-15,11.824322E-15,11.825224E-15,11.826127E-15,11.827032E-15,11.827937E-15,11.828843E-15,11.829750E-15,11.830658E-15,11.831567E-15,11.832477E-15,11.833388E-15,11.834299E-15,11.835211E-15,11.836125E-15,11.837038E-15,11.837953E-15,11.838868E-15,11.839785E-15,11.840701E-15,11.841619E-15,11.842537E-15,11.843456E-15,11.844376E-15,11.845296E-15,11.846217E-15,11.847138E-15,11.848060E-15,11.848983E-15,11.849906E-15,11.850830E-15,11.851754E-15,11.852679E-15,11.853604E-15,11.854530E-15,11.855456E-15,11.856382E-15,11.857309E-15,11.858236E-15,11.859164E-15,11.860092E-15,11.861021E-15,11.861949E-15,11.862878E-15,11.863807E-15,11.864737E-15,11.865667E-15,11.866597E-15,11.867527E-15,11.868457E-15,11.869388E-15,11.870318E-15,11.871249E-15,11.872180E-15,11.873111E-15,11.874042E-15,11.874973E-15,11.875904E-15,11.876835E-15
442E-3,11.797194E-15,11.798068E-15,11.798943E-15,11.799820E-15,11.800697E-15,11.801576E-15,11.802457E-15,11.803338E-15,11.804221E-15,11.805105E-15,11.805990E-15,11.806876E-15,11.807763E-15,11.808652E-15,11.809542E-15,11.810433E-15,11.811325E-15,11.812218E-15,11.813112E-15,11.814007E-15,11.814904E-15,11.815801E-15,11.816700E-15,11.817599E-15,11.818500E-15,11.819401E-15,11.820304E-15,11.821207E-15,11.822112E-15,11.823017E-15,11.823923E-15,11.824831E-15,11.825739E-15,11.826648E-15,11.827558E-15,11.828468E-15,11.829380E-15,11.830292E-15,11.831206E-15,11.832120E-15,11.833035E-15,11.833950E-15,11.834866E-15,11.835783E-15,11.836701E-15,11.837620E-15,11.838539E-15,11.839459E-15,11.840379E-15,11.841300E-15,11.842222E-15,11.843144E-15,11.844067E-15,11.844990E-15,11.845914E-15,11.846839E-15,11.847764E-15,11.848689E-15,11.849615E-15,11.850541E-15,11.851468E-15,11.852395E-15,11.853323E-15,11.854251E-15,11.855179E-15,11.856108E-15,11.857037E-15,11.857966E-15,11.858895E-15,11.859825E-15,11.860755E-15,11.861686E-15,11.862616E-15,11.863547E-15,11.864478E-15,11.865409E-15,11.866340E-15,11.867271E-15,11.868202E-15,11.869134E-15,11.870065E-15
444E-3,11.790540E-15,11.791411E-15,11.792284E-15,11.793158E-15,11.794033E-15,11.794909E-15,11.795787E-15,11.796666E-15,11.797546E-15,11.798428E-15,11.799311E-15,11.800195E-15,11.801080E-15,11.801966E-15,11.802854E-15,11.803742E-15,11.804632E-15,11.805523E-15,11.806415E-15,11.807308E-15,11.808203E-15,11.809098E-15,11.809995E-15,11.810892E-15,11.811791E-15,11.812690E-15,11.813591E-15,11.814493E-15,11.815395E-15,11.816299E-15,11.817204E-15,11.818109E-15,11.819016E-15,11.819923E-15,11.820831E-15,11.821740E-15,11.822650E-15,11.823561E-15,11.824473E-15,11.825386E-15,11.826299E-15,11.827213E-15,11.828128E-15,11.829044E-15,11.829960E-15,11.830878E-15,11.831796E-15,11.832714E-15,11.833634E-15,11.834554E-15,11.835474E-15,11.836395E-15,11.837317E-15,11.838240E-15,11.839163E-15,11.840087E-15,11.841011E-15,11.841935E-15,11.842861E-15,11.843786E-15,11.844712E-15,11.845639E-15,11.846566E-15,11.847493E-15,11.848421E-15,11.849350E-15,11.850278E-15,11.851207E-15,11.852136E-15,11.853066E-15,11.853996E-15,11.854926E-15,11.855856E-15,11.856787E-15,11.857718E-15,11.858649E-15,11.859580E-15,11.860511E-15,11.861443E-15,11.862374E-15,11.863306E-15
446E-3,11.783902E-15,11.784771E-15,11.785641E-15,11.786512E-15,11.787385E-15,11.788259E-15,11.789134E-15,11.790011E-15,11.790889E-15,11.791768E-15,11.792648E-15,11.793530E-15,11.794413E-15,11.795297E-15,11.796182E-15,11.797068E-15,11.797956E-15,11.798845E-15,11.799735E-15,11.800626E-15,11.801518E-15,11.802411E-15,11.803306E-15,11.804201E-15,11.805098E-15,11.805995E-15,11.806894E-15,11.807794E-15,11.808695E-15,11.809596E-15,11.810499E-15,11.811403E-15,11.812308E-15,11.813213E-15,11.814120E-15,11.815027E-15,11.815936E-15,11.816845E-15,11.817755E-15,11.818666E-15,11.819578E-15,11.820491E-15,11.821405E-15,11.822319E-15,11.823234E-15,11.824150E-15,11.825067E-15,11.825984E-15,11.826902E-15,11.827821E-15,11.828741E-15,11.829661E-15,11.830582E-15,11.831503E-15,11.832425E-15,11.833348E-15,11.834271E-15,11.835195E-15,11.836119E-15,11.837044E-15,11.837970E-15,11.838896E-15,11.839822E-15,11.840749E-15,11.841676E-15,11.842604E-15,11.843532E-15,11.844461E-15,11.845390E-15,11.846319E-15,11.847248E-15,11.848178E-15,11.849108E-15,11.850039E-15,11.850970E-15,11.851900E-15,11.852832E-15,11.853763E-15,11.854694E-15,11.855626E-15,11.856558E-15
448E-3,11.777281E-15,11.778147E-15,11.779015E-15,11.779884E-15,11.780754E-15,11.781625E-15,11.782498E-15,11.783372E-15,11.784248E-15,11.785124E-15,11.786002E-15,11.786881E-15,11.787762E-15,11.788644E-15,11.789526E-15,11.790411E-15,11.791296E-15,11.792182E-15,11.793070E-15,11.793959E-15,11.794849E-15,11.795740E-15,11.796632E-15,11.797526E-15,11.798420E-15,11.799316E-15,11.800213E-15,11.801110E-15,11.802009E-15,11.802909E-15,11.803810E-15,11.804712E-15,11.805615E-15,11.806519E-15,11.807424E-15,11.808329E-15,11.809236E-15,11.810144E-15,11.811052E-15,11.811962E-15,11.812872E-15,11.813783E-15,11.814695E-15,11.815608E-15,11.816522E-15,11.817437E-15,11.818352E-15,11.819268E-15,11.820185E-15,11.821103E-15,11.822021E-15,11.822940E-15,11.823860E-15,11.824780E-15,11.825701E-15,11.826623E-15,11.827545E-15,11.828468E-15,11.829392E-15,11.830316E-15,11.831240E-15,11.832166E-15,11.833091E-15,11.834017E-15,11.834944E-15,11.835871E-15,11.836799E-15,11.837727E-15,11.838655E-15,11.839584E-15,11.840513E-15,11.841443E-15,11.842373E-15,11.843303E-15,11.844233E-15,11.845164E-15,11.846095E-15,11.847026E-15,11.847958E-15,11.848890E-15,11.849821E-15
450E-3,11.770678E-15,11.771541E-15,11.772406E-15,11.773272E-15,11.774140E-15,11.775009E-15,11.775879E-15,11.776750E-15,11.777623E-15,11.778497E-15,11.779373E-15,11.780250E-15,11.781128E-15,11.782007E-15,11.782887E-15,11.783769E-15,11.784652E-15,11.785536E-15,11.786422E-15,11.787308E-15,11.788196E-15,11.789085E-15,11.789975E-15,11.790867E-15,11.791759E-15,11.792652E-15,11.793547E-15,11.794443E-15,11.795340E-15,11.796238E-15,11.797136E-15,11.798036E-15,11.798937E-15,11.799839E-15,11.800743E-15,11.801647E-15,11.802552E-15,11.803457E-15,11.804364E-15,11.805272E-15,11.806181E-15,11.807091E-15,11.808001E-15,11.808912E-15,11.809825E-15,11.810738E-15,11.811652E-15,11.812566E-15,11.813482E-15,11.814398E-15,11.815315E-15,11.816233E-15,11.817152E-15,11.818071E-15,11.818991E-15,11.819911E-15,11.820833E-15,11.821755E-15,11.822677E-15,11.823600E-15,11.824524E-15,11.825448E-15,11.826373E-15,11.827299E-15,11.828225E-15,11.829151E-15,11.830078E-15,11.831006E-15,11.831933E-15,11.832862E-15,11.833790E-15,11.834720E-15,11.835649E-15,11.836579E-15,11.837509E-15,11.838440E-15,11.839370E-15,11.840302E-15,11.841233E-15,11.842165E-15,11.843096E-15
452E-3,11.764091E-15,11.764952E-15,11.765814E-15,11.766678E-15,11.767542E-15,11.768409E-15,11.769276E-15,11.770145E-15,11.771016E-15,11.771887E-15,11.772760E-15,11.773634E-15,11.774510E-15,11.775387E-15,11.776265E-15,11.777144E-15,11.778025E-15,11.778907E-15,11.779790E-15,11.780674E-15,11.781560E-15,11.782446E-15,11.783334E-15,11.784223E-15,11.785113E-15,11.786005E-15,11.786897E-15,11.787791E-15,11.788686E-15,11.789582E-15,11.790479E-15,11.791377E-15,11.792276E-15,11.793176E-15,11.794077E-15,11.794979E-15,11.795882E-15,11.796786E-15,11.797691E-15,11.798598E-15,11.799505E-15,11.800413E-15,11.801321E-15,11.802231E-15,11.803142E-15,11.804054E-15,11.804966E-15,11.805879E-15,11.806793E-15,11.807708E-15,11.808624E-15,11.809540E-15,11.810458E-15,11.811376E-15,11.812294E-15,11.813214E-15,11.814134E-15,11.815055E-15,11.815976E-15,11.816899E-15,11.817821E-15,11.818745E-15,11.819669E-15,11.820593E-15,11.821519E-15,11.822444E-15,11.823370E-15,11.824297E-15,11.825224E-15,11.826152E-15,11.827080E-15,11.828009E-15,11.828938E-15,11.829867E-15,11.830797E-15,11.831727E-15,11.832658E-15,11.833589E-15,11.834520E-15,11.835451E-15,11.836383E-15
454E-3,11.757522E-15,11.758380E-15,11.759239E-15,11.760100E-15,11.760962E-15,11.761826E-15,11.762691E-15,11.763557E-15,11.764425E-15,11.765294E-15,11.766164E-15,11.767036E-15,11.767909E-15,11.768783E-15,11.769659E-15,11.770536E-15,11.771414E-15,11.772293E-15,11.773174E-15,11.774056E-15,11.774939E-15,11.775824E-15,11.776709E-15,11.777596E-15,11.778484E-15,11.779373E-15,11.780263E-15,11.781155E-15,11.782048E-15,11.782941E-15,11.783836E-15,11.784732E-15,11.785629E-15,11.786527E-15,11.787427E-15,11.788327E-15,11.789228E-15,11.790130E-15,11.791034E-15,11.791938E-15,11.792843E-15,11.793750E-15,11.794657E-15,11.795565E-15,11.796474E-15,11.797384E-15,11.798295E-15,11.799207E-15,11.800119E-15,11.801033E-15,11.801947E-15,11.802862E-15,11.803778E-15,11.804695E-15,11.805612E-15,11.806530E-15,11.807449E-15,11.808369E-15,11.809289E-15,11.810210E-15,11.811132E-15,11.812055E-15,11.812978E-15,11.813901E-15,11.814825E-15,11.815750E-15,11.816676E-15,11.817602E-15,11.818528E-15,11.819455E-15,11.820383E-15,11.821311E-15,11.822239E-15,11.823168E-15,11.824097E-15,11.825027E-15,11.825957E-15,11.826888E-15,11.827819E-15,11.828750E-15,11.829681E-15
456E-3,11.750970E-15,11.751825E-15,11.752681E-15,11.753540E-15,11.754399E-15,11.755260E-15,11.756122E-15,11.756986E-15,11.757851E-15,11.758717E-15,11.759585E-15,11.760454E-15,11.761325E-15,11.762196E-15,11.763069E-15,11.763944E-15,11.764820E-15,11.765696E-15,11.766575E-15,11.767454E-15,11.768335E-15,11.769217E-15,11.770100E-15,11.770985E-15,11.771871E-15,11.772758E-15,11.773646E-15,11.774535E-15,11.775425E-15,11.776317E-15,11.777210E-15,11.778104E-15,11.778999E-15,11.779895E-15,11.780792E-15,11.781690E-15,11.782589E-15,11.783490E-15,11.784391E-15,11.785294E-15,11.786197E-15,11.787102E-15,11.788007E-15,11.788913E-15,11.789821E-15,11.790729E-15,11.791638E-15,11.792549E-15,11.793460E-15,11.794371E-15,11.795284E-15,11.796198E-15,11.797112E-15,11.798028E-15,11.798944E-15,11.799861E-15,11.800778E-15,11.801697E-15,11.802616E-15,11.803536E-15,11.804457E-15,11.805378E-15,11.806300E-15,11.807222E-15,11.808146E-15,11.809070E-15,11.809994E-15,11.810919E-15,11.811845E-15,11.812771E-15,11.813698E-15,11.814625E-15,11.815553E-15,11.816481E-15,11.817410E-15,11.818339E-15,11.819269E-15,11.820199E-15,11.821129E-15,11.822060E-15,11.822991E-15
458E-3,11.744435E-15,11.745287E-15,11.746141E-15,11.746996E-15,11.747853E-15,11.748711E-15,11.749570E-15,11.750431E-15,11.751294E-15,11.752158E-15,11.753023E-15,11.753889E-15,11.754757E-15,11.755626E-15,11.756497E-15,11.757368E-15,11.758242E-15,11.759116E-15,11.759992E-15,11.760869E-15,11.761747E-15,11.762627E-15,11.763508E-15,11.764390E-15,11.765273E-15,11.766158E-15,11.767044E-15,11.767931E-15,11.768819E-15,11.769708E-15,11.770599E-15,11.771491E-15,11.772384E-15,11.773278E-15,11.774173E-15,11.775069E-15,11.775966E-15,11.776865E-15,11.777764E-15,11.778665E-15,11.779566E-15,11.780469E-15,11.781372E-15,11.782277E-15,11.783183E-15,11.784089E-15,11.784997E-15,11.785905E-15,11.786815E-15,11.787725E-15,11.788636E-15,11.789548E-15,11.790461E-15,11.791375E-15,11.792290E-15,11.793205E-15,11.794122E-15,11.795039E-15,11.795957E-15,11.796875E-15,11.797795E-15,11.798715E-15,11.799636E-15,11.800557E-15,11.801479E-15,11.802402E-15,11.803326E-15,11.804250E-15,11.805175E-15,11.806100E-15,11.807026E-15,11.807953E-15,11.808880E-15,11.809807E-15,11.810735E-15,11.811664E-15,11.812593E-15,11.813523E-15,11.814453E-15,11.815383E-15,11.816314E-15
460E-3,11.737917E-15,11.738766E-15,11.739617E-15,11.740470E-15,11.741324E-15,11.742179E-15,11.743036E-15,11.743894E-15,11.744754E-15,11.745615E-15,11.746477E-15,11.747341E-15,11.748206E-15,11.749073E-15,11.749940E-15,11.750810E-15,11.751680E-15,11.752552E-15,11.753426E-15,11.754300E-15,11.755176E-15,11.756053E-15,11.756932E-15,11.757811E-15,11.758692E-15,11.759574E-15,11.760458E-15,11.761343E-15,11.762229E-15,11.763116E-15,11.764004E-15,11.764894E-15,11.765784E-15,11.766676E-15,11.767569E-15,11.768463E-15,11.769358E-15,11.770255E-15,11.771152E-15,11.772051E-15,11.772950E-15,11.773851E-15,11.774753E-15,11.775656E-15,11.776559E-15,11.777464E-15,11.778370E-15,11.779277E-15,11.780184E-15,11.781093E-15,11.782003E-15,11.782913E-15,11.783825E-15,11.784737E-15,11.785650E-15,11.786564E-15,11.787479E-15,11.788395E-15,11.789311E-15,11.790229E-15,11.791147E-15,11.792066E-15,11.792985E-15,11.793906E-15,11.794827E-15,11.795748E-15,11.796671E-15,11.797594E-15,11.798518E-15,11.799442E-15,11.800367E-15,11.801293E-15,11.802219E-15,11.803146E-15,11.804073E-15,11.805001E-15,11.805930E-15,11.806859E-15,11.807788E-15,11.808718E-15,11.809648E-15
462E-3,11.731416E-15,11.732263E-15,11.733111E-15,11.733961E-15,11.734812E-15,11.735664E-15,11.736518E-15,11.737374E-15,11.738230E-15,11.739089E-15,11.739948E-15,11.740809E-15,11.741672E-15,11.742536E-15,11.743401E-15,11.744268E-15,11.745136E-15,11.746005E-15,11.746876E-15,11.747748E-15,11.748621E-15,11.749496E-15,11.750372E-15,11.751249E-15,11.752127E-15,11.753007E-15,11.753888E-15,11.754771E-15,11.755654E-15,11.756539E-15,11.757425E-15,11.758312E-15,11.759201E-15,11.760090E-15,11.760981E-15,11.761873E-15,11.762766E-15,11.763661E-15,11.764556E-15,11.765452E-15,11.766350E-15,11.767249E-15,11.768149E-15,11.769049E-15,11.769951E-15,11.770854E-15,11.771758E-15,11.772663E-15,11.773569E-15,11.774476E-15,11.775384E-15,11.776293E-15,11.777202E-15,11.778113E-15,11.779025E-15,11.779937E-15,11.780851E-15,11.781765E-15,11.782680E-15,11.783596E-15,11.784513E-15,11.785430E-15,11.786349E-15,11.787268E-15,11.788188E-15,11.789108E-15,11.790030E-15,11.790952E-15,11.791874E-15,11.792798E-15,11.793722E-15,11.794646E-15,11.795572E-15,11.796498E-15,11.797424E-15,11.798351E-15,11.799279E-15,11.800207E-15,11.801136E-15,11.802065E-15,11.802995E-15
464E-3,11.724933E-15,11.725777E-15,11.726622E-15,11.727469E-15,11.728317E-15,11.729166E-15,11.730018E-15,11.730870E-15,11.731724E-15,11.732580E-15,11.733437E-15,11.734295E-15,11.735155E-15,11.736016E-15,11.736878E-15,11.737742E-15,11.738608E-15,11.739474E-15,11.740342E-15,11.741212E-15,11.742083E-15,11.742955E-15,11.743828E-15,11.744703E-15,11.745579E-15,11.746456E-15,11.747335E-15,11.748215E-15,11.749096E-15,11.749978E-15,11.750862E-15,11.751747E-15,11.752633E-15,11.753521E-15,11.754409E-15,11.755299E-15,11.756190E-15,11.757082E-15,11.757975E-15,11.758870E-15,11.759765E-15,11.760662E-15,11.761560E-15,11.762458E-15,11.763358E-15,11.764259E-15,11.765161E-15,11.766064E-15,11.766968E-15,11.767874E-15,11.768780E-15,11.769687E-15,11.770595E-15,11.771504E-15,11.772414E-15,11.773325E-15,11.774237E-15,11.775149E-15,11.776063E-15,11.776977E-15,11.777893E-15,11.778809E-15,11.779726E-15,11.780644E-15,11.781562E-15,11.782482E-15,11.783402E-15,11.784323E-15,11.785244E-15,11.786166E-15,11.787089E-15,11.788013E-15,11.788938E-15,11.789863E-15,11.790788E-15,11.791714E-15,11.792641E-15,11.793569E-15,11.794497E-15,11.795425E-15,11.796354E-15
466E-3,11.718467E-15,11.719308E-15,11.720150E-15,11.720994E-15,11.721839E-15,11.722686E-15,11.723534E-15,11.724384E-15,11.725235E-15,11.726088E-15,11.726942E-15,11.727797E-15,11.728654E-15,11.729513E-15,11.730372E-15,11.731234E-15,11.732096E-15,11.732960E-15,11.733826E-15,11.734692E-15,11.735561E-15,11.736430E-15,11.737301E-15,11.738173E-15,11.739047E-15,11.739922E-15,11.740798E-15,11.741675E-15,11.742554E-15,11.743434E-15,11.744315E-15,11.745198E-15,11.746082E-15,11.746967E-15,11.747853E-15,11.748740E-15,11.749629E-15,11.750519E-15,11.751410E-15,11.752302E-15,11.753196E-15,11.754090E-15,11.754986E-15,11.755883E-15,11.756781E-15,11.757680E-15,11.758580E-15,11.759481E-15,11.760383E-15,11.761286E-15,11.762191E-15,11.763096E-15,11.764002E-15,11.764909E-15,11.765818E-15,11.766727E-15,11.767637E-15,11.768548E-15,11.769460E-15,11.770373E-15,11.771287E-15,11.772202E-15,11.773117E-15,11.774034E-15,11.774951E-15,11.775869E-15,11.776788E-15,11.777707E-15,11.778628E-15,11.779549E-15,11.780471E-15,11.781393E-15,11.782316E-15,11.783240E-15,11.784165E-15,11.785090E-15,11.786016E-15,11.786943E-15,11.787870E-15,11.788798E-15,11.789726E-15
468E-3,11.712018E-15,11.712856E-15,11.713695E-15,11.714536E-15,11.715378E-15,11.716222E-15,11.717068E-15,11.717914E-15,11.718763E-15,11.719613E-15,11.720464E-15,11.721317E-15,11.722171E-15,11.723026E-15,11.723883E-15,11.724742E-15,11.725602E-15,11.726463E-15,11.727326E-15,11.728190E-15,11.729055E-15,11.729922E-15,11.730790E-15,11.731660E-15,11.732531E-15,11.733403E-15,11.734277E-15,11.735152E-15,11.736028E-15,11.736906E-15,11.737784E-15,11.738665E-15,11.739546E-15,11.740429E-15,11.741313E-15,11.742198E-15,11.743084E-15,11.743972E-15,11.744861E-15,11.745751E-15,11.746642E-15,11.747534E-15,11.748428E-15,11.749322E-15,11.750218E-15,11.751115E-15,11.752013E-15,11.752912E-15,11.753813E-15,11.754714E-15,11.755616E-15,11.756520E-15,11.757424E-15,11.758330E-15,11.759236E-15,11.760144E-15,11.761052E-15,11.761962E-15,11.762872E-15,11.763783E-15,11.764695E-15,11.765609E-15,11.766523E-15,11.767438E-15,11.768353E-15,11.769270E-15,11.770187E-15,11.771106E-15,11.772025E-15,11.772945E-15,11.773865E-15,11.774787E-15,11.775709E-15,11.776632E-15,11.777555E-15,11.778479E-15,11.779404E-15,11.780330E-15,11.781256E-15,11.782183E-15,11.783110E-15
470E-3,11.705587E-15,11.706422E-15,11.707258E-15,11.708096E-15,11.708935E-15,11.709776E-15,11.710618E-15,11.711462E-15,11.712308E-15,11.713155E-15,11.714003E-15,11.714853E-15,11.715704E-15,11.716557E-15,11.717411E-15,11.718267E-15,11.719124E-15,11.719982E-15,11.720842E-15,11.721704E-15,11.722567E-15,11.723431E-15,11.724296E-15,11.725163E-15,11.726032E-15,11.726901E-15,11.727772E-15,11.728645E-15,11.729518E-15,11.730394E-15,11.731270E-15,11.732148E-15,11.733027E-15,11.733907E-15,11.734788E-15,11.735671E-15,11.736555E-15,11.737440E-15,11.738327E-15,11.739215E-15,11.740104E-15,11.740994E-15,11.741885E-15,11.742778E-15,11.743671E-15,11.744566E-15,11.745462E-15,11.746359E-15,11.747258E-15,11.748157E-15,11.749057E-15,11.749959E-15,11.750861E-15,11.751765E-15,11.752670E-15,11.753575E-15,11.754482E-15,11.755390E-15,11.756298E-15,11.757208E-15,11.758118E-15,11.759030E-15,11.759942E-15,11.760856E-15,11.761770E-15,11.762685E-15,11.763601E-15,11.764518E-15,11.765436E-15,11.766354E-15,11.767274E-15,11.768194E-15,11.769115E-15,11.770036E-15,11.770959E-15,11.771882E-15,11.772806E-15,11.773730E-15,11.774655E-15,11.775581E-15,11.776508E-15
