dc (V),cgg@Vgs 0.25 ,cgg@Vgs 0.251 ,cgg@Vgs 0.252 ,cgg@Vgs 0.253 ,cgg@Vgs 0.254 ,cgg@Vgs 0.255 ,cgg@Vgs 0.256 ,cgg@Vgs 0.257 ,cgg@Vgs 0.258 ,cgg@Vgs 0.259 ,cgg@Vgs 0.26 ,cgg@Vgs 0.261 ,cgg@Vgs 0.262 ,cgg@Vgs 0.263 ,cgg@Vgs 0.264 ,cgg@Vgs 0.265 ,cgg@Vgs 0.266 ,cgg@Vgs 0.267 ,cgg@Vgs 0.268 ,cgg@Vgs 0.269 ,cgg@Vgs 0.27 ,cgg@Vgs 0.271 ,cgg@Vgs 0.272 ,cgg@Vgs 0.273 ,cgg@Vgs 0.274 ,cgg@Vgs 0.275 ,cgg@Vgs 0.276 ,cgg@Vgs 0.277 ,cgg@Vgs 0.278 ,cgg@Vgs 0.279 ,cgg@Vgs 0.28 ,cgg@Vgs 0.281 ,cgg@Vgs 0.282 ,cgg@Vgs 0.283 ,cgg@Vgs 0.284 ,cgg@Vgs 0.285 ,cgg@Vgs 0.286 ,cgg@Vgs 0.287 ,cgg@Vgs 0.288 ,cgg@Vgs 0.289 ,cgg@Vgs 0.29 ,cgg@Vgs 0.291 ,cgg@Vgs 0.292 ,cgg@Vgs 0.293 ,cgg@Vgs 0.294 ,cgg@Vgs 0.295 ,cgg@Vgs 0.296 ,cgg@Vgs 0.297 ,cgg@Vgs 0.298 ,cgg@Vgs 0.299 ,cgg@Vgs 0.3 ,cgg@Vgs 0.301 ,cgg@Vgs 0.302 ,cgg@Vgs 0.303 ,cgg@Vgs 0.304 ,cgg@Vgs 0.305 ,cgg@Vgs 0.306 ,cgg@Vgs 0.307 ,cgg@Vgs 0.308 ,cgg@Vgs 0.309 ,cgg@Vgs 0.31 ,cgg@Vgs 0.311 ,cgg@Vgs 0.312 ,cgg@Vgs 0.313 ,cgg@Vgs 0.314 ,cgg@Vgs 0.315 ,cgg@Vgs 0.316 ,cgg@Vgs 0.317 ,cgg@Vgs 0.318 ,cgg@Vgs 0.319 ,cgg@Vgs 0.32 ,cgg@Vgs 0.321 ,cgg@Vgs 0.322 ,cgg@Vgs 0.323 ,cgg@Vgs 0.324 ,cgg@Vgs 0.325 ,cgg@Vgs 0.326 ,cgg@Vgs 0.327 ,cgg@Vgs 0.328 ,cgg@Vgs 0.329 ,cgg@Vgs 0.33 
434E-3,17.087207E-15,17.154064E-15,17.222296E-15,17.291907E-15,17.362900E-15,17.435276E-15,17.509034E-15,17.584174E-15,17.660695E-15,17.738592E-15,17.817861E-15,17.898497E-15,17.980494E-15,18.063843E-15,18.148535E-15,18.234560E-15,18.321907E-15,18.410564E-15,18.500516E-15,18.591750E-15,18.684250E-15,18.777999E-15,18.872979E-15,18.969171E-15,19.066556E-15,19.165113E-15,19.264821E-15,19.365657E-15,19.467599E-15,19.570621E-15,19.674700E-15,19.779810E-15,19.885926E-15,19.993020E-15,20.101065E-15,20.210035E-15,20.319900E-15,20.430632E-15,20.542202E-15,20.654582E-15,20.767741E-15,20.881650E-15,20.996278E-15,21.111596E-15,21.227574E-15,21.344181E-15,21.461386E-15,21.579160E-15,21.697472E-15,21.816292E-15,21.935590E-15,22.055335E-15,22.175498E-15,22.296049E-15,22.416959E-15,22.538198E-15,22.659738E-15,22.781550E-15,22.903606E-15,23.025877E-15,23.148337E-15,23.270959E-15,23.393714E-15,23.516578E-15,23.639525E-15,23.762528E-15,23.885564E-15,24.008608E-15,24.131637E-15,24.254626E-15,24.377553E-15,24.500397E-15,24.623135E-15,24.745747E-15,24.868211E-15,24.990509E-15,25.112620E-15,25.234527E-15,25.356210E-15,25.477652E-15,25.598836E-15
436E-3,17.085443E-15,17.152297E-15,17.220527E-15,17.290136E-15,17.361126E-15,17.433500E-15,17.507256E-15,17.582394E-15,17.658912E-15,17.736807E-15,17.816074E-15,17.896708E-15,17.978702E-15,18.062049E-15,18.146739E-15,18.232762E-15,18.320107E-15,18.408762E-15,18.498712E-15,18.589944E-15,18.682442E-15,18.776189E-15,18.871167E-15,18.967357E-15,19.064740E-15,19.163296E-15,19.263002E-15,19.363836E-15,19.465776E-15,19.568797E-15,19.672874E-15,19.777983E-15,19.884097E-15,19.991189E-15,20.099233E-15,20.208201E-15,20.318064E-15,20.428795E-15,20.540364E-15,20.652742E-15,20.765900E-15,20.879807E-15,20.994435E-15,21.109752E-15,21.225728E-15,21.342334E-15,21.459538E-15,21.577311E-15,21.695622E-15,21.814441E-15,21.933737E-15,22.053481E-15,22.173643E-15,22.294194E-15,22.415103E-15,22.536341E-15,22.657880E-15,22.779691E-15,22.901746E-15,23.024017E-15,23.146477E-15,23.269097E-15,23.391852E-15,23.514716E-15,23.637662E-15,23.760665E-15,23.883700E-15,24.006744E-15,24.129772E-15,24.252761E-15,24.375688E-15,24.498532E-15,24.621270E-15,24.743881E-15,24.866346E-15,24.988643E-15,25.110754E-15,25.232661E-15,25.354344E-15,25.475786E-15,25.596970E-15
438E-3,17.083683E-15,17.150535E-15,17.218763E-15,17.288369E-15,17.359357E-15,17.431728E-15,17.505482E-15,17.580618E-15,17.657133E-15,17.735026E-15,17.814291E-15,17.894923E-15,17.976915E-15,18.060259E-15,18.144947E-15,18.230968E-15,18.318311E-15,18.406963E-15,18.496912E-15,18.588142E-15,18.680638E-15,18.774382E-15,18.869358E-15,18.965547E-15,19.062928E-15,19.161482E-15,19.261186E-15,19.362019E-15,19.463956E-15,19.566975E-15,19.671051E-15,19.776158E-15,19.882270E-15,19.989361E-15,20.097403E-15,20.206370E-15,20.316232E-15,20.426961E-15,20.538528E-15,20.650905E-15,20.764061E-15,20.877967E-15,20.992593E-15,21.107909E-15,21.223884E-15,21.340488E-15,21.457692E-15,21.575463E-15,21.693773E-15,21.812591E-15,21.931886E-15,22.051629E-15,22.171790E-15,22.292340E-15,22.413248E-15,22.534485E-15,22.656023E-15,22.777834E-15,22.899888E-15,23.022158E-15,23.144617E-15,23.267236E-15,23.389991E-15,23.512854E-15,23.635799E-15,23.758802E-15,23.881837E-15,24.004880E-15,24.127907E-15,24.250896E-15,24.373823E-15,24.496666E-15,24.619404E-15,24.742015E-15,24.864479E-15,24.986776E-15,25.108887E-15,25.230794E-15,25.352476E-15,25.473918E-15,25.595103E-15
440E-3,17.081929E-15,17.148779E-15,17.217004E-15,17.286608E-15,17.357593E-15,17.429961E-15,17.503713E-15,17.578846E-15,17.655359E-15,17.733250E-15,17.812512E-15,17.893142E-15,17.975131E-15,18.058474E-15,18.143159E-15,18.229178E-15,18.316519E-15,18.405169E-15,18.495116E-15,18.586343E-15,18.678837E-15,18.772580E-15,18.867554E-15,18.963740E-15,19.061119E-15,19.159671E-15,19.259373E-15,19.360204E-15,19.462140E-15,19.565157E-15,19.669231E-15,19.774336E-15,19.880447E-15,19.987536E-15,20.095577E-15,20.204541E-15,20.314402E-15,20.425129E-15,20.536695E-15,20.649070E-15,20.762225E-15,20.876130E-15,20.990754E-15,21.106068E-15,21.222042E-15,21.338645E-15,21.455847E-15,21.573617E-15,21.691926E-15,21.810742E-15,21.930037E-15,22.049779E-15,22.169939E-15,22.290487E-15,22.411394E-15,22.532630E-15,22.654168E-15,22.775977E-15,22.898030E-15,23.020300E-15,23.142757E-15,23.265377E-15,23.388130E-15,23.510992E-15,23.633937E-15,23.756939E-15,23.879973E-15,24.003016E-15,24.126043E-15,24.249031E-15,24.371957E-15,24.494800E-15,24.617537E-15,24.740148E-15,24.862612E-15,24.984909E-15,25.107020E-15,25.228926E-15,25.350609E-15,25.472051E-15,25.593235E-15
442E-3,17.080180E-15,17.147027E-15,17.215249E-15,17.284851E-15,17.355834E-15,17.428199E-15,17.501948E-15,17.577079E-15,17.653590E-15,17.731478E-15,17.810738E-15,17.891365E-15,17.973353E-15,18.056692E-15,18.141376E-15,18.227392E-15,18.314731E-15,18.403379E-15,18.493323E-15,18.584549E-15,18.677040E-15,18.770781E-15,18.865753E-15,18.961937E-15,19.059315E-15,19.157864E-15,19.257564E-15,19.358393E-15,19.460327E-15,19.563343E-15,19.667415E-15,19.772518E-15,19.878627E-15,19.985714E-15,20.093753E-15,20.202716E-15,20.312574E-15,20.423300E-15,20.534865E-15,20.647238E-15,20.760391E-15,20.874294E-15,20.988917E-15,21.104230E-15,21.220203E-15,21.336804E-15,21.454005E-15,21.571774E-15,21.690081E-15,21.808896E-15,21.928189E-15,22.047930E-15,22.168089E-15,22.288636E-15,22.409542E-15,22.530777E-15,22.652313E-15,22.774122E-15,22.896174E-15,23.018442E-15,23.140899E-15,23.263518E-15,23.386270E-15,23.509132E-15,23.632076E-15,23.755077E-15,23.878111E-15,24.001153E-15,24.124179E-15,24.247166E-15,24.370092E-15,24.492934E-15,24.615671E-15,24.738282E-15,24.860745E-15,24.983042E-15,25.105152E-15,25.227058E-15,25.348740E-15,25.470182E-15,25.591366E-15
444E-3,17.078435E-15,17.145280E-15,17.213499E-15,17.283098E-15,17.354079E-15,17.426442E-15,17.500188E-15,17.575317E-15,17.651825E-15,17.729711E-15,17.808968E-15,17.889593E-15,17.971578E-15,18.054916E-15,18.139597E-15,18.225611E-15,18.312947E-15,18.401593E-15,18.491535E-15,18.582758E-15,18.675248E-15,18.768986E-15,18.863956E-15,18.960138E-15,19.057513E-15,19.156061E-15,19.255759E-15,19.356586E-15,19.458518E-15,19.561531E-15,19.665601E-15,19.770703E-15,19.876810E-15,19.983895E-15,20.091932E-15,20.200893E-15,20.310750E-15,20.421475E-15,20.533037E-15,20.645409E-15,20.758561E-15,20.872462E-15,20.987083E-15,21.102395E-15,21.218365E-15,21.334966E-15,21.452165E-15,21.569932E-15,21.688238E-15,21.807052E-15,21.926344E-15,22.046083E-15,22.166241E-15,22.286786E-15,22.407691E-15,22.528925E-15,22.650461E-15,22.772268E-15,22.894319E-15,23.016587E-15,23.139042E-15,23.261660E-15,23.384412E-15,23.507272E-15,23.630215E-15,23.753216E-15,23.876248E-15,23.999290E-15,24.122315E-15,24.245302E-15,24.368227E-15,24.491069E-15,24.613805E-15,24.736415E-15,24.858878E-15,24.981174E-15,25.103284E-15,25.225190E-15,25.346872E-15,25.468313E-15,25.589497E-15
446E-3,17.076696E-15,17.143538E-15,17.211755E-15,17.281351E-15,17.352329E-15,17.424690E-15,17.498434E-15,17.573559E-15,17.650065E-15,17.727948E-15,17.807203E-15,17.887826E-15,17.969808E-15,18.053143E-15,18.137822E-15,18.223834E-15,18.311168E-15,18.399811E-15,18.489751E-15,18.580972E-15,18.673459E-15,18.767195E-15,18.862163E-15,18.958343E-15,19.055716E-15,19.154262E-15,19.253958E-15,19.354782E-15,19.456712E-15,19.559724E-15,19.663792E-15,19.768891E-15,19.874996E-15,19.982080E-15,20.090115E-15,20.199074E-15,20.308929E-15,20.419652E-15,20.531213E-15,20.643583E-15,20.756733E-15,20.870632E-15,20.985252E-15,21.100562E-15,21.216531E-15,21.333129E-15,21.450327E-15,21.568093E-15,21.686398E-15,21.805210E-15,21.924500E-15,22.044238E-15,22.164395E-15,22.284939E-15,22.405842E-15,22.527076E-15,22.648610E-15,22.770416E-15,22.892466E-15,23.014732E-15,23.137187E-15,23.259803E-15,23.382554E-15,23.505413E-15,23.628356E-15,23.751355E-15,23.874387E-15,23.997428E-15,24.120452E-15,24.243439E-15,24.366363E-15,24.489204E-15,24.611939E-15,24.734549E-15,24.857011E-15,24.979307E-15,25.101416E-15,25.223321E-15,25.345003E-15,25.466444E-15,25.587627E-15
448E-3,17.074962E-15,17.141801E-15,17.210016E-15,17.279609E-15,17.350585E-15,17.422943E-15,17.496684E-15,17.571807E-15,17.648310E-15,17.726191E-15,17.805443E-15,17.886063E-15,17.968043E-15,18.051376E-15,18.136052E-15,18.222061E-15,18.309393E-15,18.398034E-15,18.487972E-15,18.579190E-15,18.671675E-15,18.765409E-15,18.860374E-15,18.956552E-15,19.053923E-15,19.152466E-15,19.252160E-15,19.352983E-15,19.454911E-15,19.557920E-15,19.661986E-15,19.767083E-15,19.873186E-15,19.980268E-15,20.088301E-15,20.197258E-15,20.307112E-15,20.417832E-15,20.529391E-15,20.641760E-15,20.754908E-15,20.868806E-15,20.983424E-15,21.098732E-15,21.214699E-15,21.331296E-15,21.448492E-15,21.566257E-15,21.684559E-15,21.803370E-15,21.922659E-15,22.042396E-15,22.162551E-15,22.283094E-15,22.403996E-15,22.525228E-15,22.646760E-15,22.768565E-15,22.890614E-15,23.012879E-15,23.135333E-15,23.257948E-15,23.380698E-15,23.503556E-15,23.626497E-15,23.749496E-15,23.872527E-15,23.995567E-15,24.118591E-15,24.241576E-15,24.364499E-15,24.487340E-15,24.610074E-15,24.732683E-15,24.855145E-15,24.977440E-15,25.099549E-15,25.221453E-15,25.343134E-15,25.464575E-15,25.585757E-15
450E-3,17.073234E-15,17.140070E-15,17.208282E-15,17.277873E-15,17.348845E-15,17.421201E-15,17.494939E-15,17.570060E-15,17.646560E-15,17.724438E-15,17.803688E-15,17.884305E-15,17.966283E-15,18.049613E-15,18.134287E-15,18.220294E-15,18.307623E-15,18.396262E-15,18.486197E-15,18.577413E-15,18.669895E-15,18.763627E-15,18.858590E-15,18.954765E-15,19.052134E-15,19.150675E-15,19.250367E-15,19.351187E-15,19.453113E-15,19.556120E-15,19.660184E-15,19.765279E-15,19.871380E-15,19.978460E-15,20.086491E-15,20.195446E-15,20.305297E-15,20.416016E-15,20.527573E-15,20.639940E-15,20.753086E-15,20.866982E-15,20.981598E-15,21.096904E-15,21.212870E-15,21.329466E-15,21.446660E-15,21.564423E-15,21.682724E-15,21.801533E-15,21.920821E-15,22.040556E-15,22.160709E-15,22.281251E-15,22.402151E-15,22.523382E-15,22.644913E-15,22.766717E-15,22.888764E-15,23.011028E-15,23.133481E-15,23.256094E-15,23.378843E-15,23.501700E-15,23.624640E-15,23.747638E-15,23.870668E-15,23.993707E-15,24.116730E-15,24.239714E-15,24.362637E-15,24.485476E-15,24.608210E-15,24.730818E-15,24.853279E-15,24.975573E-15,25.097681E-15,25.219585E-15,25.341266E-15,25.462705E-15,25.583888E-15
452E-3,17.071511E-15,17.138344E-15,17.206553E-15,17.276141E-15,17.347111E-15,17.419464E-15,17.493199E-15,17.568317E-15,17.644816E-15,17.722691E-15,17.801938E-15,17.882553E-15,17.964528E-15,18.047855E-15,18.132526E-15,18.218531E-15,18.305857E-15,18.394494E-15,18.484426E-15,18.575640E-15,18.668120E-15,18.761849E-15,18.856810E-15,18.952983E-15,19.050349E-15,19.148888E-15,19.248578E-15,19.349396E-15,19.451319E-15,19.554324E-15,19.658386E-15,19.763479E-15,19.869578E-15,19.976655E-15,20.084684E-15,20.193638E-15,20.303487E-15,20.414203E-15,20.525759E-15,20.638123E-15,20.751267E-15,20.865162E-15,20.979776E-15,21.095080E-15,21.211045E-15,21.327638E-15,21.444830E-15,21.562592E-15,21.680891E-15,21.799699E-15,21.918985E-15,22.038718E-15,22.158870E-15,22.279410E-15,22.400309E-15,22.521538E-15,22.643068E-15,22.764870E-15,22.886917E-15,23.009179E-15,23.131630E-15,23.254243E-15,23.376990E-15,23.499846E-15,23.622785E-15,23.745782E-15,23.868811E-15,23.991848E-15,24.114870E-15,24.237853E-15,24.360775E-15,24.483613E-15,24.606347E-15,24.728953E-15,24.851414E-15,24.973707E-15,25.095815E-15,25.217718E-15,25.339397E-15,25.460837E-15,25.582018E-15
454E-3,17.069793E-15,17.136624E-15,17.204830E-15,17.274415E-15,17.345382E-15,17.417732E-15,17.491465E-15,17.566580E-15,17.643076E-15,17.720948E-15,17.800193E-15,17.880805E-15,17.962777E-15,18.046102E-15,18.130771E-15,18.216773E-15,18.304097E-15,18.392730E-15,18.482660E-15,18.573872E-15,18.666349E-15,18.760076E-15,18.855034E-15,18.951205E-15,19.048569E-15,19.147105E-15,19.246793E-15,19.347608E-15,19.449530E-15,19.552532E-15,19.656592E-15,19.761683E-15,19.867779E-15,19.974854E-15,20.082882E-15,20.191833E-15,20.301680E-15,20.412394E-15,20.523948E-15,20.636310E-15,20.749452E-15,20.863345E-15,20.977957E-15,21.093260E-15,21.209222E-15,21.325814E-15,21.443004E-15,21.560764E-15,21.679062E-15,21.797868E-15,21.917151E-15,22.036883E-15,22.157034E-15,22.277572E-15,22.398470E-15,22.519697E-15,22.641225E-15,22.763026E-15,22.885071E-15,23.007332E-15,23.129782E-15,23.252393E-15,23.375139E-15,23.497994E-15,23.620932E-15,23.743927E-15,23.866955E-15,23.989991E-15,24.113012E-15,24.235994E-15,24.358915E-15,24.481752E-15,24.604484E-15,24.727090E-15,24.849549E-15,24.971842E-15,25.093949E-15,25.215851E-15,25.337530E-15,25.458968E-15,25.580149E-15
456E-3,17.068081E-15,17.134909E-15,17.203112E-15,17.272695E-15,17.343659E-15,17.416006E-15,17.489736E-15,17.564849E-15,17.641341E-15,17.719211E-15,17.798453E-15,17.879062E-15,17.961032E-15,18.044354E-15,18.129020E-15,18.215019E-15,18.302341E-15,18.390972E-15,18.480899E-15,18.572109E-15,18.664584E-15,18.758308E-15,18.853263E-15,18.949432E-15,19.046793E-15,19.145327E-15,19.245012E-15,19.345825E-15,19.447744E-15,19.550745E-15,19.654802E-15,19.759891E-15,19.865985E-15,19.973058E-15,20.081083E-15,20.190032E-15,20.299877E-15,20.410589E-15,20.522140E-15,20.634501E-15,20.747641E-15,20.861531E-15,20.976142E-15,21.091442E-15,21.207403E-15,21.323992E-15,21.441181E-15,21.558939E-15,21.677235E-15,21.796039E-15,21.915321E-15,22.035051E-15,22.155200E-15,22.275737E-15,22.396633E-15,22.517858E-15,22.639385E-15,22.761184E-15,22.883228E-15,23.005487E-15,23.127936E-15,23.250545E-15,23.373290E-15,23.496144E-15,23.619080E-15,23.742074E-15,23.865100E-15,23.988135E-15,24.111155E-15,24.234136E-15,24.357056E-15,24.479892E-15,24.602623E-15,24.725228E-15,24.847686E-15,24.969978E-15,25.092084E-15,25.213985E-15,25.335663E-15,25.457101E-15,25.578281E-15
458E-3,17.066375E-15,17.133199E-15,17.201400E-15,17.270980E-15,17.341941E-15,17.414285E-15,17.488013E-15,17.563122E-15,17.639612E-15,17.717479E-15,17.796718E-15,17.877325E-15,17.959292E-15,18.042612E-15,18.127275E-15,18.213271E-15,18.300590E-15,18.389219E-15,18.479144E-15,18.570350E-15,18.662822E-15,18.756544E-15,18.851497E-15,18.947663E-15,19.045022E-15,19.143554E-15,19.243236E-15,19.344047E-15,19.445964E-15,19.548962E-15,19.653016E-15,19.758103E-15,19.864195E-15,19.971265E-15,20.079288E-15,20.188235E-15,20.298078E-15,20.408788E-15,20.520337E-15,20.632695E-15,20.745833E-15,20.859722E-15,20.974330E-15,21.089629E-15,21.205587E-15,21.322175E-15,21.439362E-15,21.557117E-15,21.675411E-15,21.794214E-15,21.913494E-15,22.033223E-15,22.153369E-15,22.273904E-15,22.394798E-15,22.516023E-15,22.637548E-15,22.759345E-15,22.881387E-15,23.003645E-15,23.126092E-15,23.248700E-15,23.371443E-15,23.494295E-15,23.617230E-15,23.740223E-15,23.863248E-15,23.986282E-15,24.109300E-15,24.232280E-15,24.355198E-15,24.478034E-15,24.600763E-15,24.723367E-15,24.845824E-15,24.968115E-15,25.090220E-15,25.212120E-15,25.333797E-15,25.455234E-15,25.576413E-15
460E-3,17.064674E-15,17.131496E-15,17.199693E-15,17.269270E-15,17.340229E-15,17.412570E-15,17.486295E-15,17.561401E-15,17.637888E-15,17.715752E-15,17.794989E-15,17.875593E-15,17.957557E-15,18.040874E-15,18.125534E-15,18.211528E-15,18.298844E-15,18.387470E-15,18.477393E-15,18.568596E-15,18.661066E-15,18.754785E-15,18.849736E-15,18.945899E-15,19.043256E-15,19.141785E-15,19.241465E-15,19.342273E-15,19.444187E-15,19.547183E-15,19.651235E-15,19.756319E-15,19.862409E-15,19.969477E-15,20.077498E-15,20.186442E-15,20.296283E-15,20.406991E-15,20.518537E-15,20.630894E-15,20.744030E-15,20.857916E-15,20.972522E-15,21.087818E-15,21.203775E-15,21.320360E-15,21.437545E-15,21.555299E-15,21.673591E-15,21.792392E-15,21.911670E-15,22.031397E-15,22.151541E-15,22.272075E-15,22.392967E-15,22.514190E-15,22.635713E-15,22.757509E-15,22.879549E-15,23.001805E-15,23.124250E-15,23.246857E-15,23.369599E-15,23.492450E-15,23.615383E-15,23.738374E-15,23.861398E-15,23.984430E-15,24.107447E-15,24.230426E-15,24.353343E-15,24.476177E-15,24.598905E-15,24.721508E-15,24.843964E-15,24.966254E-15,25.088357E-15,25.210256E-15,25.331933E-15,25.453369E-15,25.574547E-15
462E-3,17.062979E-15,17.129798E-15,17.197992E-15,17.267566E-15,17.338522E-15,17.410860E-15,17.484582E-15,17.559686E-15,17.636170E-15,17.714031E-15,17.793265E-15,17.873866E-15,17.955828E-15,18.039142E-15,18.123799E-15,18.209791E-15,18.297104E-15,18.385727E-15,18.475647E-15,18.566848E-15,18.659315E-15,18.753031E-15,18.847979E-15,18.944140E-15,19.041494E-15,19.140021E-15,19.239698E-15,19.340504E-15,19.442416E-15,19.545409E-15,19.649459E-15,19.754540E-15,19.860627E-15,19.967693E-15,20.075711E-15,20.184654E-15,20.294492E-15,20.405198E-15,20.516742E-15,20.629096E-15,20.742230E-15,20.856114E-15,20.970718E-15,21.086012E-15,21.201966E-15,21.318550E-15,21.435733E-15,21.553484E-15,21.671775E-15,21.790573E-15,21.909850E-15,22.029574E-15,22.149717E-15,22.270248E-15,22.391139E-15,22.512360E-15,22.633881E-15,22.755675E-15,22.877714E-15,22.999968E-15,23.122412E-15,23.245017E-15,23.367757E-15,23.490606E-15,23.613538E-15,23.736527E-15,23.859550E-15,23.982581E-15,24.105596E-15,24.228573E-15,24.351489E-15,24.474322E-15,24.597049E-15,24.719651E-15,24.842105E-15,24.964394E-15,25.086496E-15,25.208394E-15,25.330069E-15,25.451504E-15,25.572681E-15
464E-3,17.061290E-15,17.128106E-15,17.196297E-15,17.265868E-15,17.336821E-15,17.409156E-15,17.482875E-15,17.557976E-15,17.634458E-15,17.712316E-15,17.791547E-15,17.872145E-15,17.954104E-15,18.037415E-15,18.122070E-15,18.208058E-15,18.295369E-15,18.383989E-15,18.473906E-15,18.565104E-15,18.657569E-15,18.751283E-15,18.846228E-15,18.942386E-15,19.039737E-15,19.138261E-15,19.237936E-15,19.338740E-15,19.440649E-15,19.543639E-15,19.647687E-15,19.752766E-15,19.858850E-15,19.965914E-15,20.073930E-15,20.182869E-15,20.292705E-15,20.403409E-15,20.514951E-15,20.627303E-15,20.740434E-15,20.854316E-15,20.968918E-15,21.084210E-15,21.200162E-15,21.316743E-15,21.433924E-15,21.551673E-15,21.669962E-15,21.788758E-15,21.908032E-15,22.027755E-15,22.147896E-15,22.268425E-15,22.389314E-15,22.510533E-15,22.632053E-15,22.753845E-15,22.875881E-15,22.998134E-15,23.120576E-15,23.243179E-15,23.365918E-15,23.488765E-15,23.611696E-15,23.734683E-15,23.857704E-15,23.980734E-15,24.103748E-15,24.226723E-15,24.349638E-15,24.472469E-15,24.595195E-15,24.717795E-15,24.840248E-15,24.962535E-15,25.084637E-15,25.206533E-15,25.328207E-15,25.449641E-15,25.570817E-15
466E-3,17.059607E-15,17.126419E-15,17.194608E-15,17.264176E-15,17.335126E-15,17.407458E-15,17.481174E-15,17.556272E-15,17.632751E-15,17.710606E-15,17.789834E-15,17.870429E-15,17.952385E-15,18.035693E-15,18.120345E-15,18.206331E-15,18.293639E-15,18.382257E-15,18.472171E-15,18.563366E-15,18.655828E-15,18.749539E-15,18.844482E-15,18.940637E-15,19.037986E-15,19.136507E-15,19.236179E-15,19.336980E-15,19.438886E-15,19.541874E-15,19.645919E-15,19.750996E-15,19.857078E-15,19.964139E-15,20.072152E-15,20.181090E-15,20.290923E-15,20.401624E-15,20.513164E-15,20.625513E-15,20.738643E-15,20.852522E-15,20.967122E-15,21.082411E-15,21.198361E-15,21.314940E-15,21.432119E-15,21.549866E-15,21.668152E-15,21.786946E-15,21.906219E-15,22.025940E-15,22.146078E-15,22.266606E-15,22.387493E-15,22.508709E-15,22.630227E-15,22.752018E-15,22.874052E-15,22.996303E-15,23.118743E-15,23.241345E-15,23.364082E-15,23.486927E-15,23.609856E-15,23.732842E-15,23.855861E-15,23.978889E-15,24.101901E-15,24.224876E-15,24.347788E-15,24.470618E-15,24.593343E-15,24.715941E-15,24.838393E-15,24.960679E-15,25.082779E-15,25.204674E-15,25.326347E-15,25.447780E-15,25.568955E-15
468E-3,17.057929E-15,17.124739E-15,17.192925E-15,17.262490E-15,17.333436E-15,17.405766E-15,17.479479E-15,17.554574E-15,17.631049E-15,17.708902E-15,17.788127E-15,17.868719E-15,17.950672E-15,18.033978E-15,18.118627E-15,18.204609E-15,18.291914E-15,18.380529E-15,18.470441E-15,18.561633E-15,18.654092E-15,18.747801E-15,18.842741E-15,18.938893E-15,19.036239E-15,19.134758E-15,19.234427E-15,19.335225E-15,19.437129E-15,19.540115E-15,19.644157E-15,19.749231E-15,19.855311E-15,19.962369E-15,20.070380E-15,20.179315E-15,20.289146E-15,20.399844E-15,20.511382E-15,20.623729E-15,20.736855E-15,20.850732E-15,20.965330E-15,21.080617E-15,21.196565E-15,21.313142E-15,21.430318E-15,21.548063E-15,21.666347E-15,21.785139E-15,21.904409E-15,22.024128E-15,22.144264E-15,22.264790E-15,22.385675E-15,22.506889E-15,22.628405E-15,22.750194E-15,22.872226E-15,22.994475E-15,23.116913E-15,23.239513E-15,23.362248E-15,23.485092E-15,23.608019E-15,23.731003E-15,23.854021E-15,23.977047E-15,24.100058E-15,24.223030E-15,24.345942E-15,24.468770E-15,24.591493E-15,24.714090E-15,24.836540E-15,24.958825E-15,25.080923E-15,25.202817E-15,25.324489E-15,25.445920E-15,25.567094E-15
470E-3,17.056258E-15,17.123065E-15,17.191247E-15,17.260809E-15,17.331753E-15,17.404079E-15,17.477789E-15,17.552881E-15,17.629354E-15,17.707203E-15,17.786425E-15,17.867015E-15,17.948965E-15,18.032267E-15,18.116914E-15,18.202893E-15,18.290196E-15,18.378808E-15,18.468716E-15,18.559906E-15,18.652362E-15,18.746068E-15,18.841005E-15,18.937155E-15,19.034498E-15,19.133014E-15,19.232680E-15,19.333476E-15,19.435377E-15,19.538360E-15,19.642400E-15,19.747471E-15,19.853548E-15,19.960604E-15,20.068612E-15,20.177544E-15,20.287373E-15,20.398069E-15,20.509604E-15,20.621948E-15,20.735073E-15,20.848947E-15,20.963542E-15,21.078827E-15,21.194772E-15,21.311347E-15,21.428521E-15,21.546264E-15,21.664545E-15,21.783335E-15,21.902603E-15,22.022320E-15,22.142454E-15,22.262978E-15,22.383860E-15,22.505073E-15,22.626587E-15,22.748373E-15,22.870404E-15,22.992651E-15,23.115087E-15,23.237685E-15,23.360418E-15,23.483260E-15,23.606185E-15,23.729168E-15,23.852183E-15,23.975208E-15,24.098217E-15,24.221188E-15,24.344097E-15,24.466924E-15,24.589645E-15,24.712241E-15,24.834690E-15,24.956973E-15,25.079070E-15,25.200962E-15,25.322632E-15,25.444062E-15,25.565234E-15
